Country or Area;Year;Quantity
Colombia;2013;51492.0
Colombia;2012;67045.0
Colombia;2011;73428.0
Colombia;2010;55616.0
Colombia;2009;64222.0
Colombia;2008;21.0
Colombia;2007;21.0
Colombia;2006;0.0
Colombia;2005;0.0
Colombia;2004;0.0
Croatia;2014;16681.0
Croatia;2013;14208.0
Croatia;2012;9701.0
Croatia;2011;9769.0
Croatia;2010;18288.0
Croatia;2009;30407.0
Croatia;2008;26027.0
Croatia;2007;28565.0
Croatia;2006;34033.0
Croatia;2005;16971.0
Croatia;2004;13209.0
Croatia;2003;12996.0
Croatia;2002;13764.0
Croatia;2001;9329.0
Croatia;2000;0.0
Croatia;1999;0.0
Croatia;1998;0.0
Czechia;2014;45.0
Czechia;2013;310.0
Czechia;2012;284.0
Czechia;2011;6378.0
Czechia;2010;6063.0
Czechia;2009;1067.0
Czechia;2008;874.0
Czechia;2007;3251.0
Czechia;2006;3198.0
Czechia;2005;3220.0
Czechia;2004;3329.0
Czechia;2003;1928.0
Czechia;2002;38.0
Czechia;2000;38.0
Czechia;1998;38.0
Czechia;1997;38.0
Czechia;1996;113.0
Czechia;1995;37.0
Czechia;1994;58.0
Czechia;1993;160.0
Czechia;1992;138.0
Czechoslovakia (former);1991;599.0
Czechoslovakia (former);1990;24576.0
Denmark;2014;87155.0
Denmark;2013;91820.0
Denmark;2012;124354.0
Denmark;2011;130057.0
Denmark;2010;146899.0
Denmark;2009;166516.0
Denmark;2008;229373.0
Denmark;2007;188377.0
Denmark;2006;218084.0
Denmark;2005;233085.0
Denmark;2004;171722.0
Denmark;2003;120692.0
Denmark;2002;138837.0
Denmark;2001;142090.0
Denmark;2000;134087.0
Denmark;1999;119442.0
Denmark;1998;117136.0
Denmark;1997;129852.0
Denmark;1996;79350.0
Denmark;1995;69611.0
Denmark;1994;69808.0
Denmark;1993;67140.0
Denmark;1992;63846.0
Denmark;1991;58229.0
Denmark;1990;43172.0
Egypt;2014;245918.0
Egypt;2013;78780.0
Egypt;2012;235503.0
Egypt;2011;326726.0
Egypt;2010;493038.0
Egypt;2009;696350.0
Egypt;2008;672535.0
Egypt;2007;630800.0
Egypt;2006;631940.0
Egypt;2005;588222.0
Egypt;2004;140029.9997
Egypt;2003;30665.9991
Egypt;2002;0.0
Egypt;2001;0.0
Egypt;2000;0.0
Egypt;1999;0.0
Egypt;1997;0.0
Egypt;1996;0.0
Egypt;1995;865.0
Egypt;1994;1684.0
Egypt;1993;0.0
Equatorial Guinea;2014;193388.0
Equatorial Guinea;2013;184179.0
Equatorial Guinea;2012;184179.0
Equatorial Guinea;2011;177759.0
Equatorial Guinea;2010;193430.374764
Equatorial Guinea;2009;184062.057
Equatorial Guinea;2008;173916.597
Finland;2014;11.0
Finland;2013;20.0
Finland;2012;2.0
Finland;2011;0.0
Finland;2010;0.0
France;2014;295551.0
France;2013;209898.0
France;2012;253152.0
France;2011;156859.0
France;2010;118983.0
France;2009;89626.0
France;2008;50991.0
France;2007;36192.0
France;2006;31598.0
France;2005;42020.0
France;2004;58546.0
France;2003;41904.0
France;2002;35068.0
France;2001;37181.0
France;2000;31680.0
France;1999;30456.0
France;1998;32836.0
France;1997;54072.0
France;1996;32443.0
France;1995;28674.0
France;1994;29642.0
France;1993;23245.0
France;1992;42988.0
France;1991;21060.0
France;1990;13817.0
German Dem. R. (former);1990;8000.0
Germany;2014;868427.0
Germany;2013;856197.0
Germany;2012;663468.0
Germany;2011;686337.0
Germany;2010;798158.0
Germany;2009;515811.0
Germany;2008;586668.0
Germany;2007;611001.0
Germany;2006;604329.0
Germany;2005;788999.0
Germany;2004;557129.0
Germany;2003;496893.0
Germany;2002;269209.0
Germany;2001;244115.0
Germany;2000;196326.0
Germany;1999;199636.0
Germany;1998;152992.0
Germany;1997;139563.0
Germany;1996;129889.0
Germany;1995;112509.0
Germany;1994;67375.0
Germany;1993;60998.0
Germany;1992;52041.0
Germany;1991;43768.0
Germany, Fed. R. (former);1990;43532.0
Hungary;2014;28733.0
Hungary;2013;56337.0
Hungary;2012;32128.0
Hungary;2011;21661.0
Hungary;2010;8668.0
Hungary;2009;3283.0
Hungary;2008;874.0
Hungary;2007;795.0
Hungary;2006;206.0
Hungary;2005;0.0
Hungary;2004;0.0
Hungary;2003;0.0
Hungary;2002;0.0
Hungary;2001;134.0
Hungary;2000;3004.0
Hungary;1999;173.0
Hungary;1998;76.0
Hungary;1997;0.0
Hungary;1996;0.0
Hungary;1995;0.0
Hungary;1994;0.0
Hungary;1993;0.0
Hungary;1992;0.0
Hungary;1991;313.0
Hungary;1990;929.0
Indonesia;2014;1421118.0
Indonesia;2013;1502882.0
Indonesia;2012;1502600.0
Indonesia;2011;1647351.0
Indonesia;2010;1642022.0
Indonesia;2009;1399023.0
Indonesia;2008;1505383.0
Indonesia;2007;1503312.0
Indonesia;2006;1536819.0
Indonesia;2005;1573842.0
Indonesia;2004;1582725.0
Indonesia;2003;1566961.0
Indonesia;2002;1530227.99819
Indonesia;2001;1343793.00004
Indonesia;2000;1477165.0
Indonesia;1999;1772384.0
Indonesia;1998;1758730.0
Indonesia;1997;1229297.0
Indonesia;1996;1215550.0
Indonesia;1995;1171428.0
Indonesia;1994;1218046.0
Indonesia;1993;1116487.0
Indonesia;1992;1091923.0
Indonesia;1991;1170920.0
Indonesia;1990;1087516.0
Iran (Islamic Rep. of);2014;381588.0
Iran (Islamic Rep. of);2013;362192.922
Iran (Islamic Rep. of);2012;363441.594
Iran (Islamic Rep. of);2011;369723.975
Iran (Islamic Rep. of);2010;331288.29
Iran (Islamic Rep. of);2009;264757.485
Iran (Islamic Rep. of);2008;183944.994
Iran (Islamic Rep. of);2007;219337.041
Iran (Islamic Rep. of);2006;223473.267
Iran (Islamic Rep. of);2005;184764.435
Iran (Islamic Rep. of);2004;138137.001232
Iran (Islamic Rep. of);2003;134311.998924
Iran (Islamic Rep. of);2002;50494.001245
Iran (Islamic Rep. of);2001;14042.0
Iran (Islamic Rep. of);2000;0.0
Iran (Islamic Rep. of);1999;0.0
Iran (Islamic Rep. of);1998;0.0
Iran (Islamic Rep. of);1997;0.0
Iran (Islamic Rep. of);1996;0.0
Iran (Islamic Rep. of);1995;0.0
Iran (Islamic Rep. of);1994;5274.0
Iran (Islamic Rep. of);1993;0.0
Iran (Islamic Rep. of);1992;15106.0
Iran (Islamic Rep. of);1991;103999.0
Iran (Islamic Rep. of);1990;76111.0
Iraq;1992;0.0
Iraq;1991;0.0
Iraq;1990;80000.0
Italy;2014;9030.0
Italy;2013;8687.0
Italy;2012;5296.0
Italy;2011;4726.0
Italy;2010;5372.0
Italy;2009;4764.0
Italy;2008;8003.0
Italy;2007;2591.0
Italy;2006;14058.0
Italy;2005;15088.0
Italy;2004;15050.0
Italy;2003;14516.0
Italy;2002;1981.0
Italy;2001;2365.0
Italy;2000;1907.0
Italy;1999;1943.0
Italy;1998;1791.0
Italy;1997;1600.0
Italy;1996;1635.0
Italy;1995;1447.0
Italy;1994;1267.0
Italy;1993;1265.0
Italy;1992;1112.0
Italy;1991;999.0
Italy;1990;690.0
Kazakhstan;2014;409593.0
Kazakhstan;2013;398355.0
Kazakhstan;2012;418484.0
Kazakhstan;2011;237129.0
Kazakhstan;2010;243105.0
Kazakhstan;2009;258345.0
Kazakhstan;2008;243406.0
Kazakhstan;2007;303341.0011
Kazakhstan;2006;588043.0
Kazakhstan;2005;601971.0
Kazakhstan;2004;674496.0
Kazakhstan;2003;429626.0018
Kazakhstan;2002;407178.9998
Kazakhstan;2001;216054.0014
Kazakhstan;2000;203687.0017
Kazakhstan;1999;165610.0
Kazakhstan;1998;86925.0
Kazakhstan;1997;91679.0
Kazakhstan;1996;88293.0
Kazakhstan;1995;97738.0
Kazakhstan;1994;61677.0
Kazakhstan;1993;130103.0
Kazakhstan;1992;147678.0
Kyrgyzstan;1998;0.0
Kyrgyzstan;1997;0.0
Kyrgyzstan;1992;407.0
Libya;2014;247380.0
Libya;2013;216600.0
Libya;2012;245860.0
Libya;2011;91960.0
Libya;2010;370500.0
Libya;2009;375820.0
Libya;2008;395200.0
Libya;2007;379354.0
Libya;2006;317414.0
Libya;2005;205010.0
Libya;2004;44802.0
Libya;2003;28500.0
Libya;2002;23940.0
Libya;2001;30020.0
Libya;2000;30400.0
Libya;1999;36480.0
Libya;1998;34580.0
Libya;1997;42560.0
Libya;1996;45600.0
Libya;1995;56620.0
Libya;1994;56240.0
Libya;1993;60800.0
Libya;1992;69920.0
Libya;1991;60040.0
Libya;1990;47120.0
Lithuania;2014;37.0
Malaysia;2014;1211853.0
Malaysia;2013;1196809.0
Malaysia;2012;1126849.0
Malaysia;2011;1172400.0
Malaysia;2010;1123165.0
Malaysia;2009;1037122.0
Malaysia;2008;996485.0
Malaysia;2007;1049691.0
Malaysia;2006;1010317.0
Malaysia;2005;1155603.0
Malaysia;2004;1008475.0
Malaysia;2003;852155.0
Malaysia;2002;790818.0
Malaysia;2001;745338.0
Malaysia;2000;746049.0
Malaysia;1999;720568.0
Malaysia;1998;747797.0
Malaysia;1997;742074.0
Malaysia;1996;644276.0
Malaysia;1995;505862.0
Malaysia;1994;440449.0
Malaysia;1993;414718.0
Malaysia;1992;345724.0
Malaysia;1991;346351.0
Malaysia;1990;363422.0
Mexico;2014;1796.0
Mexico;2013;1416.0
Mexico;2012;345.0
Mexico;2011;3230.0
Mexico;2010;36608.0
Mexico;2009;32907.0
Mexico;2008;48304.0
Mexico;2007;57078.0
Mexico;2006;13449.0
Mexico;2005;9828.0
Mexico;2004;0.0
Mexico;2003;0.0
Mexico;2002;1777.0
Mexico;2001;9723.0
Mexico;2000;9626.0
Mexico;1999;55816.0
Mexico;1998;13311.0
Mexico;1997;15041.0
Mexico;1996;14813.0
Mexico;1995;8763.0
Mexico;1994;7801.0
Mexico;1993;1874.0
Mexico;1992;0.0
Mexico;1991;0.0
Mexico;1990;0.0
Mozambique;2014;150276.0
Mozambique;2013;156478.0
Mozambique;2012;143301.0
Mozambique;2011;127161.0
Mozambique;2010;121627.0
Mozambique;2009;110967.0
Mozambique;2008;114215.0
Mozambique;2007;103091.0
Mozambique;2006;102061.0
Mozambique;2005;85172.67
Mozambique;2004;52189.22
Mozambique;2003;0.0
Mozambique;2002;0.0
Mozambique;2001;0.0
Myanmar;2014;496360.0
Myanmar;2013;398390.0
Myanmar;2012;398510.0
Myanmar;2011;401709.9999
Myanmar;2010;413187.0008
Myanmar;2009;375260.0013
Myanmar;2008;373656.9991
Myanmar;2007;401177.9993
Myanmar;2006;383727.0
Myanmar;2005;372499.0
Myanmar;2004;295696.0
Myanmar;2003;244747.0
Myanmar;2002;206193.0
Myanmar;2001;198790.0
Myanmar;2000;185118.0
Myanmar;1999;120949.0
Myanmar;1998;44385.0
Netherlands;2014;1958572.0
Netherlands;2013;2230449.0
Netherlands;2012;2013973.0
Netherlands;2011;1862051.0
Netherlands;2010;1984740.0
Netherlands;2009;1854073.0
Netherlands;2008;2057637.0
Netherlands;2007;1855921.0
Netherlands;2006;1822334.0
Netherlands;2005;1738945.0
Netherlands;2004;1784604.0
Netherlands;2003;1603074.0
Netherlands;2002;1750281.0
Netherlands;2001;1651219.0
Netherlands;2000;1380051.0
Netherlands;1999;1269699.0
Netherlands;1998;1295709.0
Netherlands;1997;1415150.0
Netherlands;1996;1626777.0
Netherlands;1995;1355195.0
Netherlands;1994;1355589.0
Netherlands;1993;1464228.0
Netherlands;1992;1430130.0
Netherlands;1991;1350759.0
Netherlands;1990;1201667.0
Nigeria;2014;938980.0
Nigeria;2013;830300.0
Nigeria;2012;978696.0
Nigeria;2011;887711.0
Nigeria;2010;825957.0
Nigeria;2009;560544.0
Nigeria;2008;891826.0
Nigeria;2007;893056.0
Nigeria;2006;635522.0
Nigeria;2005;500627.0
Nigeria;2004;497768.0
Nigeria;2003;428629.0
Nigeria;2002;297920.0
Nigeria;2001;330220.0
Nigeria;2000;205580.0
Nigeria;1999;28120.0
Nigeria;1998;0.0
Nigeria;1997;0.0
Nigeria;1996;0.0
Nigeria;1995;0.0
Nigeria;1994;0.0
Nigeria;1993;0.0
Nigeria;1992;0.0
Nigeria;1991;0.0
Nigeria;1990;0.0
Norway;2014;4189149.0
Norway;2013;4180121.0
Norway;2012;4474726.0
Norway;2011;3948118.0
Norway;2010;4070028.0
Norway;2009;3997352.0
Norway;2008;3819976.0
Norway;2007;3406124.0
Norway;2006;3372193.0
Norway;2005;3301480.0
Norway;2004;3061008.0
Norway;2003;2853413.0
Norway;2002;2592486.0
Norway;2001;2031451.0
Norway;2000;1960233.0
Norway;1999;1832004.0
Norway;1998;1723495.0
Norway;1997;1725755.0
Norway;1996;1571375.0
Norway;1995;1153541.0
Norway;1994;1099747.0
Norway;1993;1009981.0
Norway;1992;1047700.0
Norway;1991;1022434.0
Norway;1990;1031422.0
Oman;2014;427842.0
Oman;2013;470376.0
Oman;2012;452862.0
Oman;2011;455890.0
Oman;2010;490827.0
Oman;2009;495980.0
Oman;2008;468067.0
Oman;2007;501407.000386
Oman;2006;518966.001643
Oman;2005;409709.99945
Oman;2004;393211.0
Oman;2003;354757.0
Oman;2002;318942.0
Oman;2001;326308.0
Oman;2000;149716.0
Oman;1999;16965.0
Oman;1998;16965.0
Oman;1997;18850.0
Oman;1996;18850.0
Peru;2014;215100.0
Peru;2013;251768.0
Peru;2012;216319.0
Peru;2011;222163.0
Peru;2010;99066.0
Peru;2009;0.0
Peru;2008;0.0
Peru;2007;0.0
Peru;2006;0.0
Peru;2005;0.0
Poland;2014;2880.0
Poland;2013;3582.0
Poland;2012;119.0
Poland;2011;1099.0
Poland;2010;1752.0
Poland;2009;1554.0
Poland;2008;1470.0
Poland;2007;1677.0
Poland;2006;1745.0
Poland;2005;1667.0
Poland;2004;1753.0
Poland;2003;1767.0
Poland;2002;1605.0
Poland;2001;1573.0
Poland;2000;1562.0
Poland;1999;1539.0
Poland;1998;1542.0
Poland;1997;1483.0
Poland;1996;1554.0
Poland;1995;1184.0
Poland;1994;929.0
Poland;1993;602.0
Poland;1992;116.0
Poland;1991;23.0
Poland;1990;35.0
Qatar;2014;4633231.0
Qatar;2013;5282840.0
Qatar;2012;4912283.0
Qatar;2011;4904096.0
Qatar;2010;3906084.00118
Qatar;2009;2791404.99952
Qatar;2008;2396941.00034
Qatar;2007;1718771.99944
Qatar;2006;1400822.9993
Qatar;2005;1213816.0001
Qatar;2004;1022208.9986
Qatar;2003;740120.9998
Qatar;2002;699494.9998
Qatar;2001;599374.001
Qatar;2000;572864.9988
Qatar;1999;435714.9986
Qatar;1998;180583.0
Qatar;1997;107822.0
Qatar;1996;0.0
Qatar;1995;0.0
Qatar;1994;0.0
Qatar;1993;0.0
Republic of Moldova;2007;0.0
Republic of Moldova;2006;0.0
Republic of Moldova;2005;2.0
Republic of Moldova;2004;0.0
Republic of Moldova;2003;0.0
Republic of Moldova;2002;29.0
Republic of Moldova;2001;29.0
Republic of Moldova;2000;88.0
Russian Federation;2014;7247337.0
Russian Federation;2013;8099677.0
Russian Federation;2012;7388394.0
Russian Federation;2011;7690500.0
Russian Federation;2010;7172216.0
Russian Federation;2009;6525976.0
Russian Federation;2008;7342290.0
Russian Federation;2007;7210955.0
Russian Federation;2006;7624125.0
Russian Federation;2005;7788529.0
Russian Federation;2004;7530000.0
Russian Federation;2003;7116778.0
Russian Federation;2002;6972000.0
Russian Federation;2001;6796667.0
Russian Federation;2000;7284667.0
Russian Federation;1999;7716949.0
Russian Federation;1998;7643889.0
Russian Federation;1997;7548043.0
Russian Federation;1996;7382507.0
Russian Federation;1995;7164962.0
Russian Federation;1994;6929936.0
Russian Federation;1993;6426351.0
Russian Federation;1992;7339569.0
Slovakia;2014;116.0
Slovakia;2013;577.0
Slovakia;2012;1803.0
Slovakia;2011;115.0
Slovakia;2010;0.0
Slovakia;2009;594.0
Slovakia;2008;7176.0
Slovakia;2007;6967.0
Slovakia;2006;22994.0
Slovakia;2005;14461.0
Slovakia;2004;39.0
Slovakia;2003;151.0
Slovakia;2002;0.0
Slovakia;2001;0.0
Slovakia;2000;0.0
Slovakia;1999;0.0
Slovakia;1998;0.0
Slovakia;1997;0.0
Slovakia;1996;0.0
Slovakia;1995;228.0
Slovakia;1994;3662.0
Slovakia;1993;462.0
South Africa;2014;0.0
South Africa;2013;0.0
South Africa;2012;13.0
South Africa;2011;17.0
South Africa;2010;41.0
Spain;2014;332704.0
Spain;2013;236069.0
Spain;2012;113118.0
Spain;2011;68666.0
Spain;2010;46749.0
Spain;2009;41552.0
Spain;2008;1899.0
Trinidad and Tobago;2014;756857.0
Trinidad and Tobago;2013;769610.0
Trinidad and Tobago;2012;772572.0
Trinidad and Tobago;2011;745851.0
Trinidad and Tobago;2010;813058.0
Trinidad and Tobago;2009;808474.0
Trinidad and Tobago;2008;778166.0
Trinidad and Tobago;2007;763738.0
Trinidad and Tobago;2006;713450.0
Trinidad and Tobago;2005;548742.0
Trinidad and Tobago;2004;550357.0
Trinidad and Tobago;2003;471670.0
Trinidad and Tobago;2002;215989.0
Trinidad and Tobago;2001;149525.0
Trinidad and Tobago;2000;168678.0
Trinidad and Tobago;1999;49039.0
Trinidad and Tobago;1998;0.0
Tunisia;2006;20000.0
Tunisia;2005;21644.4
Tunisia;2004;23858.0
Tunisia;2003;20631.6
Tunisia;2002;20283.8
Tunisia;2001;24353.4
Tunisia;2000;31787.86
Tunisia;1999;38879.46
Tunisia;1998;29082.35
Tunisia;1997;25747.56
Tunisia;1996;23769.3
Tunisia;1995;13219.0
Tunisia;1994;11970.0
Tunisia;1993;8946.0
Tunisia;1992;11760.0
Tunisia;1991;20286.0
Tunisia;1990;13734.0
Turkey;2014;24231.0
Turkey;2013;26120.0
Turkey;2012;23591.0
Turkey;2011;27353.0
Turkey;2010;24846.0
Turkey;2009;27139.0
Turkey;2008;16706.0
Turkey;2007;1188.0
Turkmenistan;2014;2078710.0
Turkmenistan;2013;2031476.0
Turkmenistan;2012;1700139.0
Turkmenistan;2011;1620432.0
Turkmenistan;2010;909668.0
Turkmenistan;2009;744226.0
Turkmenistan;2008;1856562.0
Turkmenistan;2007;1799728.0
Turkmenistan;2006;1705005.0
Turkmenistan;2005;1723950.0
Turkmenistan;2004;1591338.0
Turkmenistan;2003;1644383.0
Turkmenistan;2002;1489038.0
Turkmenistan;2001;1413260.0
Turkmenistan;2000;1270490.0
Turkmenistan;1999;366554.0
Turkmenistan;1998;107566.0
Turkmenistan;1997;222654.0
Turkmenistan;1996;904800.0
Turkmenistan;1995;831440.0
Turkmenistan;1994;865640.0
Turkmenistan;1993;2113256.0
Turkmenistan;1992;1783948.0
Ukraine;2013;0.0
Ukraine;2012;0.0
Ukraine;2011;0.0
Ukraine;2010;214.0
Ukraine;2009;178.0
Ukraine;2008;185.0
Ukraine;2007;156.0
Ukraine;2006;156.0
Ukraine;2005;103637.0
Ukraine;2004;159124.0
Ukraine;2003;78040.0
Ukraine;2002;61964.0
Ukraine;2001;39683.0
Ukraine;2000;111855.0
Ukraine;1999;42485.0
Ukraine;1998;22983.0
Ukraine;1997;54784.0
Ukraine;1996;31099.0
Ukraine;1995;0.0
Ukraine;1994;0.0
Ukraine;1993;7050.0
Ukraine;1992;12464.0
United Arab Emirates;2014;527563.9
United Arab Emirates;2013;491274.39
United Arab Emirates;2012;523661.82
United Arab Emirates;2011;498298.17
United Arab Emirates;2010;628695.0
United Arab Emirates;2009;593338.0
United Arab Emirates;2008;285230.0
United Arab Emirates;2007;284476.0
United Arab Emirates;2006;276120.0
United Arab Emirates;2005;278460.0
United Arab Emirates;2004;291720.001
United Arab Emirates;2003;278850.0011
United Arab Emirates;2002;278850.0011
United Arab Emirates;2001;276120.0
United Arab Emirates;2000;271195.95
United Arab Emirates;1999;275878.47
United Arab Emirates;1998;263432.0
United Arab Emirates;1997;291005.0
United Arab Emirates;1996;266748.0
United Arab Emirates;1995;254801.0
United Arab Emirates;1994;161933.0
United Arab Emirates;1993;132978.0
United Arab Emirates;1992;134843.0
United Arab Emirates;1991;139158.0
United Arab Emirates;1990;125242.0
United Kingdom;2014;417381.0
United Kingdom;2013;394790.0
United Kingdom;2012;518482.0
United Kingdom;2011;661280.0
United Kingdom;2010;635037.0
United Kingdom;2009;493560.0
United Kingdom;2008;441612.0
United Kingdom;2007;443373.0
United Kingdom;2006;434129.0
United Kingdom;2005;346260.0
United Kingdom;2004;410803.0
United Kingdom;2003;637337.0
United Kingdom;2002;542634.0
United Kingdom;2001;497640.0
United Kingdom;2000;526844.0
United Kingdom;1999;303960.0
United Kingdom;1998;113775.0
United Kingdom;1997;77998.0
United Kingdom;1996;54731.0
United Kingdom;1995;40435.0
United Kingdom;1994;34405.0
United Kingdom;1993;24567.0
United Kingdom;1992;2232.0
United States;2014;1613403.0
United States;2013;1677319.0
United States;2012;1725544.0
United States;2011;1610581.0
United States;2010;1216629.0
United States;2009;1145976.0
